Quantity_Sold,Unit_Price,Profit,Discount,Month,Region,Product_Category,Sales_Channel,Customer_Type,Actual_Sales,Predicted_Sales
3,6541.97,-15700.728,0.1,9,1,2,1,2,19625.91,14309.832817908105
9,1274.331111111111,-50463.512,0.15,4,2,2,0,0,11468.98,12255.174835200738
6,1415.0433333333333,-22074.676,0.1,10,2,1,1,1,8490.26,8279.044853843734
1,21600.67,8640.268,0.2,6,3,0,0,0,21600.67,24706.095289421784
8,1821.83375,-55383.746,0.3,4,3,0,0,2,14574.67,15125.31647205343
8,2605.995,-79222.24799999999,0.05,10,1,0,0,2,20847.96,21463.318644990126
3,1905.996666666667,-4574.392,0.05,3,0,2,1,0,5717.99,7336.533814012604
3,7189.506666666667,-17254.815999999995,0.1,1,0,1,1,0,21568.52,15475.776008477724
7,143.1342857142857,-3206.208,0.2,6,2,1,0,0,1001.94,1624.3362872350717
1,12068.07,4827.228,0.15,12,3,1,1,2,12068.07,16519.26344859627
1,21806.59,8722.636,0.2,10,0,1,0,0,21806.59,24643.185813683645
10,2220.731,-111036.55000000002,0.05,12,3,1,0,2,22207.31,26951.86236399641
3,5563.416666666667,-13352.199999999995,0.15,2,1,0,0,2,16690.25,13081.896265366533
3,3472.96,-8335.104000000001,0.3,1,2,0,1,1,10418.88,10025.147348449249
10,1557.402,-77870.09999999999,0.0,10,2,0,1,1,15574.02,18200.41205792075
6,3697.723333333333,-57684.484,0.3,9,3,0,1,0,22186.34,19405.46496342057
9,1012.4588888888889,-40093.372,0.0,6,3,2,0,1,9112.13,9378.895424196202
3,261.9866666666667,-628.768,0.3,3,2,2,0,0,785.96,5067.670418110003
10,2375.678,-118783.9,0.05,11,2,2,1,2,23756.78,28867.833815599926
1,21381.93,8552.772,0.0,12,0,1,1,1,21381.93,24107.893448121664
1,13978.29,5591.316000000001,0.2,2,2,0,1,0,13978.29,18331.039665019183
9,1043.1611111111113,-41309.18000000001,0.05,9,2,2,0,0,9388.45,9693.97873727781
5,879.7280000000001,-8797.280000000002,0.3,9,3,1,0,0,4398.64,5719.494796586391
8,2997.2475,-91116.324,0.05,5,3,2,1,0,23977.98,24800.051566937105
7,2648.02,-59315.648,0.1,10,1,2,0,0,18536.14,17563.676629413938
10,1679.616,-83980.79999999999,0.15,5,2,2,0,2,16796.16,19799.719338854673
7,1788.19,-40055.45599999999,0.1,2,1,2,0,1,12517.33,12068.720391373807
10,850.146,-42507.3,0.3,12,2,1,0,2,8501.46,8885.889750288947
1,6837.04,2734.816,0.3,9,3,1,1,1,6837.04,12304.996068365006
8,2983.79,-90707.216,0.0,12,2,0,0,0,23870.32,24718.093704455787
2,5507.92,-2203.168,0.3,3,2,2,1,0,11015.84,11286.04975902903
8,2065.67,-62796.368,0.3,11,0,1,0,0,16525.36,16988.590623279415
3,78.68666666666667,-188.848,0.0,2,1,1,1,2,236.06,4577.540253540585
9,729.3611111111111,-28882.700000000004,0.1,2,0,0,1,2,6564.25,6369.988699886244
3,4634.206666666667,-11122.096,0.15,3,0,1,1,0,13902.62,11592.799916774678
9,1062.5433333333333,-42076.716,0.3,10,3,1,0,0,9562.89,10107.671744928837
3,261.24,-626.9760000000001,0.3,11,3,1,0,1,783.72,5054.565840569143
4,4965.205,-27805.148,0.3,10,0,1,0,2,19860.82,14967.529301825092
4,2877.67,-16114.952,0.2,12,1,1,1,0,11510.68,10171.390018029932
8,2124.4125,-64582.13999999999,0.2,4,2,1,1,2,16995.3,17481.777582847782
7,1356.178571428571,-30378.4,0.2,12,0,2,0,1,9493.25,9185.871647610076
6,1162.8516666666667,-18140.486,0.1,9,3,0,0,0,6977.11,7269.815896391759
6,433.03833333333336,-6755.398000000001,0.3,10,2,2,1,2,2598.23,3580.454223532321
6,1816.8533333333328,-28342.912000000004,0.15,5,3,2,0,0,10901.12,10319.246866529
3,4709.943333333334,-11303.863999999996,0.3,3,3,1,0,1,14129.83,11898.517594325107
8,1467.25875,-44604.666,0.3,10,0,1,1,0,11738.07,11931.321904139886
2,10964.835,-4385.9339999999975,0.3,6,1,0,1,1,21929.67,16915.454316690866
9,367.6933333333333,-14560.656,0.0,10,3,0,1,1,3309.24,2552.690629512841
1,21456.83,8582.732000000002,0.1,3,0,0,1,2,21456.83,24331.68181610763
2,1641.795,-656.7179999999998,0.05,5,0,1,1,0,3283.59,7161.801707036032
2,12301.275,-4920.510000000002,0.05,2,3,2,0,2,24602.55,18172.973143120274
1,18045.46,7218.183999999999,0.2,12,3,0,0,1,18045.46,21650.6520498815
10,792.312,-39615.59999999999,0.2,1,0,2,1,2,7923.12,8002.139941160222
8,2354.985,-71591.544,0.1,10,3,1,0,1,18839.88,19433.438450405665
3,5138.2733333333335,-12331.856,0.0,11,1,2,0,2,15414.82,12148.085112650653
3,1568.8100000000002,-3765.144,0.0,11,3,1,1,2,4706.43,6836.770374625593
5,1007.318,-10073.18,0.2,11,2,1,0,1,5036.59,6006.583344636931
7,113.60285714285716,-2544.704,0.15,6,3,0,0,2,795.22,1442.799570090905
3,8014.003333333333,-19233.608,0.05,11,0,0,0,2,24042.01,16629.515058877096
10,1501.577,-75078.84999999999,0.0,12,0,2,0,2,15015.77,17222.517922157258
9,428.41,-16965.036000000004,0.2,8,0,0,0,0,3855.69,3254.7572581595514
5,1465.284,-14652.839999999998,0.0,3,1,2,0,0,7326.42,7483.790301155963
9,1155.6888888888889,-45765.28,0.0,11,3,2,0,0,10401.2,10895.388763197681
6,2823.91,-44052.99599999999,0.15,10,0,2,1,2,16943.46,14827.689711449773
7,2203.417142857143,-49356.54400000001,0.15,7,2,1,0,1,15423.92,14821.91573205424
5,4952.09,-49520.90000000001,0.0,11,3,1,1,2,24760.45,19259.017363652758
9,1813.805555555556,-71826.7,0.15,4,3,2,0,0,16324.25,18054.702511526313
1,2222.13,888.8520000000001,0.15,7,3,0,1,1,2222.13,8488.652840405544
2,6919.92,-2767.9680000000008,0.0,9,1,1,1,2,13839.84,12491.221530382325
2,6179.335,-2471.7339999999986,0.15,5,1,2,1,0,12358.67,11848.01441976157
7,1285.7885714285717,-28801.664,0.3,1,3,0,0,2,9000.52,9107.871539468331
9,619.0155555555556,-24513.016000000003,0.05,12,3,1,0,1,5571.14,5206.645194489271
4,6135.655,-34359.66799999999,0.3,4,2,2,0,1,24542.62,17787.912667789533
2,9777.755,-3911.1020000000026,0.2,6,3,0,1,2,19555.51,15697.93801480053
4,2227.87,-12476.072,0.3,1,1,1,1,0,8911.48,8827.34335113737
1,4289.11,1715.6439999999998,0.15,12,1,1,0,2,4289.11,10002.651125052902
5,3665.654,-36656.53999999999,0.15,7,3,1,0,0,18328.27,15117.95658908987
4,711.1425,-3982.398,0.0,8,0,2,0,1,2844.57,5014.995304403662
2,3286.61,-1314.643999999999,0.15,6,3,2,1,0,6573.22,8949.059563708002
3,2629.56,-6310.944,0.1,11,1,0,0,0,7888.68,8586.467954977483
7,2013.542857142857,-45103.36,0.15,4,1,1,1,1,14094.8,13550.910490748262
9,1676.5155555555557,-66390.01599999999,0.2,10,2,2,1,0,15088.64,16471.85199571005
3,6667.783333333333,-16002.68,0.3,7,3,0,0,0,20003.35,14938.34628881266
5,1681.362,-16813.619999999995,0.05,5,0,2,0,2,8406.81,8097.352586673946
3,2320.3766666666666,-5568.904,0.2,11,1,1,0,2,6961.13,8016.977109715855
6,3052.5750000000003,-47620.17,0.0,6,2,1,0,0,18315.45,16157.481637550482
4,893.84,-5005.503999999999,0.05,5,1,2,1,1,3575.36,5495.5190309412765
1,21282.5,8513.0,0.05,8,1,0,0,1,21282.5,24231.6898360753
3,5527.05,-13264.919999999998,0.3,6,3,2,0,1,16581.15,13044.79105284463
6,2777.646666666667,-43331.288,0.15,12,1,1,0,0,16665.88,14808.549590068262
3,7614.553333333333,-18274.928000000004,0.15,3,0,2,0,1,22843.66,16055.132741474765
8,2621.30875,-79687.786,0.1,11,1,1,0,2,20970.47,21538.314086166007
8,2231.57,-67839.728,0.15,7,2,2,1,1,17852.56,18303.950036079164
2,3360.575,-1344.2300000000005,0.2,1,3,2,1,0,6721.15,9097.662312769053
5,1326.044,-13260.44,0.2,12,2,1,0,1,6630.22,7076.821159701142
9,946.5011111111112,-37481.444,0.0,10,3,1,0,2,8518.51,8660.99595086307
1,22636.82,9054.728,0.2,3,0,1,0,1,22636.82,25365.66064766415
1,7929.08,3171.6320000000005,0.1,9,1,2,1,1,7929.08,12974.954204387455
2,6967.59,-2787.036,0.05,11,1,1,1,0,13935.18,12619.37085665105
9,317.11555555555555,-12557.775999999998,0.15,5,3,0,1,2,2854.04,2090.2600724470067
7,1273.97,-28536.928,0.1,3,0,0,0,2,8917.79,8796.217056198726
8,884.52375,-26889.522,0.0,9,2,2,0,2,7076.19,6889.427638654221
10,340.23400000000004,-17011.7,0.0,5,2,0,0,2,3402.34,2145.7558175366958
10,1131.5790000000002,-56578.95,0.1,6,2,0,0,1,11315.79,12687.125092426988
10,468.925,-23446.25,0.15,2,1,1,0,2,4689.25,3836.0014287524264
8,2780.63,-84531.152,0.0,4,2,2,0,0,22245.04,22960.363896979783
1,6239.97,2495.9880000000003,0.2,3,3,0,1,1,6239.97,11891.358919400513
8,903.0775,-27453.556,0.0,5,3,0,1,2,7224.62,7223.563065700037
6,2005.3533333333328,-31283.511999999995,0.05,11,3,1,0,0,12032.12,11178.782119789552
10,1057.233,-52861.65,0.05,4,2,2,1,2,10572.33,11496.501534253264
5,3805.64,-38056.4,0.2,8,0,0,1,0,19028.2,15505.43238960774
4,4798.7225,-26872.846,0.1,2,1,0,0,1,19194.89,14724.412413204878
10,1070.126,-53506.3,0.2,9,1,1,1,2,10701.26,11704.349511492219
2,9160.96,-3664.383999999998,0.05,7,1,2,0,0,18321.92,14885.705286424247
5,2242.138,-22421.38,0.3,12,2,2,0,2,11210.69,10121.468775109872
9,1246.2833333333333,-49352.81999999999,0.15,1,3,1,0,2,11216.55,12016.76604727082
4,1161.6925,-6505.478000000001,0.1,1,1,1,0,0,4646.77,6316.136769083746
1,21594.18,8637.672,0.15,5,3,0,0,1,21594.18,24650.238986910466
10,406.111,-20305.550000000003,0.15,9,0,0,0,1,4061.11,2995.4490894627006
5,3406.4260000000004,-34064.259999999995,0.0,12,1,0,1,1,17032.13,14028.322574005346
1,21010.76,8404.304,0.1,1,1,0,1,2,21010.76,24023.839649184232
2,6396.935,-2558.7739999999994,0.2,4,0,0,1,1,12793.87,12152.94075251776
4,1402.9975,-7856.786,0.05,12,2,1,1,1,5611.99,6707.333038513901
1,420.5,168.2,0.05,7,2,0,0,2,420.5,6901.703245192896
2,9012.26,-3604.903999999999,0.05,6,0,2,0,0,18024.52,14700.272717513086
2,9630.625,-3852.25,0.1,11,0,2,1,0,19261.25,15271.10206550577
2,10452.145,-4180.858,0.1,9,1,1,1,0,20904.29,16244.160005968293
4,6222.185,-34844.236000000004,0.2,1,2,0,0,2,24888.74,18066.416697510853
2,1202.285,-480.91399999999976,0.05,6,0,0,1,0,2404.57,6765.15276804723
7,1477.1285714285714,-33087.67999999999,0.05,7,3,0,1,1,10339.9,10173.128787528614
7,32.73285714285714,-733.2159999999999,0.2,6,1,0,1,0,229.13,900.0729323651558
7,1675.8257142857144,-37538.496,0.3,4,3,1,1,1,11730.78,11526.742419169168
7,143.0857142857143,-3205.1200000000003,0.3,9,1,0,0,1,1001.6,1620.9963507459497
4,1407.0,-7879.200000000001,0.15,3,3,1,1,1,5628.0,6894.221736026981
10,955.377,-47768.84999999999,0.2,1,2,0,1,2,9553.77,10375.597815885956
10,2087.848,-104392.4,0.3,9,0,2,1,0,20878.48,25181.472284868025
2,8675.315,-3470.126,0.3,6,1,1,1,0,17350.63,14534.88690010447
1,18992.68,7597.072,0.15,4,0,2,1,0,18992.68,22241.568480883114
4,5387.45,-30169.72,0.15,9,3,0,0,1,21549.8,16118.910957433538
8,3088.50625,-93890.58999999998,0.15,1,2,0,1,1,24708.05,25700.80162107252
4,904.8425,-5067.118,0.0,12,3,0,0,0,3619.37,5719.023936304054
3,5340.3966666666665,-12816.952,0.0,7,3,2,0,1,16021.19,12620.186663879978
10,1806.942,-90347.1,0.0,4,0,0,0,2,18069.42,21474.372998839368
10,568.787,-28439.35,0.0,11,1,1,0,2,5687.87,5000.389074987683
2,3028.01,-1211.2039999999995,0.05,10,3,2,0,1,6056.02,8596.127536628337
9,2441.8022222222226,-96695.368,0.05,12,3,1,0,1,21976.22,24657.93094686048
8,1093.02875,-33228.07399999999,0.0,8,1,0,1,1,8744.23,8743.648888268252
7,1879.7014285714288,-42105.31199999999,0.3,11,2,2,0,1,13157.91,12696.511288462078
5,566.432,-5664.32,0.3,8,3,1,0,1,2832.16,4628.8332022638315
1,9480.17,3792.068,0.3,9,1,2,1,1,9480.17,14351.620437351103
10,1195.254,-59762.7,0.05,2,2,1,1,1,11952.54,13446.986322020712
10,243.912,-12195.6,0.15,10,2,2,1,2,2439.12,719.2911921246168
1,17799.45,7119.780000000001,0.15,9,1,2,1,2,17799.45,21163.823388304
9,1789.0266666666666,-70845.456,0.1,7,0,1,0,0,16101.24,17675.33427304787
1,448.29,179.31600000000003,0.05,10,3,0,1,2,448.29,6901.076888687331
7,2154.9557142857143,-48271.008,0.15,8,1,2,1,2,15084.69,14316.778463632694
1,3715.13,1486.052,0.3,4,0,1,0,0,3715.13,9707.00961698341
10,2478.177,-123908.85,0.2,5,1,1,0,2,24781.77,30408.787452311022
3,7937.896666666666,-19050.951999999997,0.3,5,1,0,1,0,23813.69,16768.060244068653
7,1289.26,-28879.424,0.3,5,3,2,1,2,9024.82,8922.857867123135
3,5588.490000000001,-13412.375999999997,0.2,7,3,0,1,0,16765.47,13218.116694104088
4,3193.135,-17881.556,0.1,9,2,2,0,0,12772.54,10899.438935329985
7,3390.664285714286,-75950.88,0.3,5,1,2,1,1,23734.65,22409.463562669353
8,1384.37,-42084.848,0.2,5,0,2,1,2,11074.96,11098.538069846823
9,2620.771111111111,-103782.536,0.0,4,3,0,0,2,23586.94,26653.751007797786
3,5184.349999999999,-12442.44,0.1,6,2,2,1,1,15553.05,12358.029837983599
1,12948.18,5179.272000000001,0.05,3,0,1,0,1,12948.18,17245.4766432768
6,2068.741666666667,-32272.37,0.2,5,2,2,0,2,12412.45,11421.498812705348
8,2670.15125,-81172.598,0.1,9,2,2,0,0,21361.21,22024.255572436385
3,6117.96,-14683.103999999996,0.2,3,2,0,1,2,18353.88,13943.250833232665
10,1906.693,-95334.65,0.3,12,1,2,0,2,19066.93,22755.419725482247
2,4464.61,-1785.8439999999991,0.2,12,3,1,0,0,8929.22,10222.458875731747
1,17274.55,6909.82,0.2,4,2,0,0,2,17274.55,21009.44509459536
5,4069.526,-40695.26,0.2,8,2,0,1,2,20347.63,16407.66890929482
9,2474.3322222222223,-97983.556,0.2,11,3,2,0,2,22268.99,24976.348944960853
5,4231.978,-42319.78,0.15,2,2,0,1,0,21159.89,17075.134610078218
10,1015.145,-50757.25,0.3,6,2,0,0,1,10151.45,11233.896700876121
10,78.452,-3922.6,0.05,11,3,2,0,2,784.52,-1444.72548086826
8,2573.88375,-78246.06599999999,0.05,6,0,2,1,0,20591.07,21102.149787491064
2,12321.885,-4928.754000000001,0.3,7,1,0,0,1,24643.77,18336.537912927375
9,620.7633333333333,-24582.228,0.0,5,2,1,0,0,5586.87,5270.720581523621
6,1054.5466666666666,-16450.928,0.15,3,3,2,1,0,6327.28,6669.448670850113
8,1482.6675,-45073.092,0.1,6,1,2,1,0,11861.34,11991.660725730597
1,16967.21,6786.884,0.05,11,2,2,0,0,16967.21,20564.372897464425
9,602.7777777777778,-23870.0,0.0,1,0,1,0,1,5425.0,4995.1824880761405
10,498.519,-24925.95,0.1,11,1,1,0,2,4985.19,4114.345791740579
5,425.872,-4258.719999999999,0.2,10,0,2,1,2,2129.36,3820.2112194110546
8,2806.345,-85312.88799999999,0.3,3,0,2,1,2,22450.76,23118.415132807713
1,15482.72,6193.088,0.15,12,1,2,1,1,15482.72,19246.135176999935
7,1803.2342857142853,-40392.44799999999,0.0,1,2,2,1,0,12622.64,12177.752784234832
9,1764.2555555555557,-69864.51999999999,0.1,2,0,1,0,1,15878.3,17422.93713346605
8,2187.72375,-66506.802,0.0,8,0,1,1,0,17501.79,17878.608349691727
6,1987.4483333333333,-31004.194000000003,0.3,2,1,0,0,0,11924.69,11273.729863614235
3,4507.683333333333,-10818.44,0.1,6,1,2,0,2,13523.05,11283.829642544057
10,1676.574,-83828.7,0.0,2,3,0,0,2,16765.74,19898.068645865445
2,6023.045,-2409.217999999997,0.3,10,1,0,1,2,12046.09,11755.034404533399
6,2348.3766666666666,-36634.67599999999,0.1,4,1,2,1,1,14090.26,12681.350273221882
6,1991.815,-31072.314,0.2,10,2,2,1,2,11950.89,10968.030374617438
2,3256.025,-1302.41,0.05,8,2,1,1,1,6512.05,8837.601064416693
6,1068.9266666666667,-16675.255999999998,0.1,12,1,1,0,0,6413.56,6640.795402289307
2,7535.5,-3014.2000000000007,0.0,9,1,0,1,2,15071.0,13189.532862858383
6,782.9183333333334,-12213.526,0.15,1,3,1,1,0,4697.51,5460.218354163877
7,1996.037142857143,-44711.232,0.05,10,1,1,0,1,13972.26,13369.646013474276
4,296.9075,-1662.6820000000002,0.2,1,0,0,0,1,1187.63,4348.218250973173
10,1156.23,-57811.49999999999,0.0,2,2,1,1,1,11562.3,12908.932345959081
6,1560.6816666666666,-24346.634,0.15,5,0,0,0,1,9364.09,9061.863508863498
1,17086.49,6834.596000000001,0.0,5,3,2,0,0,17086.49,20745.376022062952
10,1774.788,-88739.4,0.0,1,0,0,1,2,17747.88,21043.485889825843
6,3474.773333333333,-54206.46399999999,0.15,3,2,2,0,0,20848.64,18200.647312850168
6,1472.371666666667,-22968.998,0.15,4,1,1,1,2,8834.23,8553.525948184011
9,1991.7344444444443,-78872.684,0.15,6,2,0,0,0,17925.61,20021.194851559107
3,5491.913333333334,-13180.591999999995,0.15,3,2,0,1,1,16475.74,13008.607890492003
9,1635.3566666666666,-64760.124,0.2,3,0,2,1,0,14718.21,16018.318924393807
4,1494.175,-8367.380000000001,0.3,6,1,1,0,0,5976.7,7119.65613165524
8,536.41875,-16307.13,0.15,2,3,0,1,1,4291.35,4275.3335911393115
4,4864.455,-27240.948,0.2,9,1,1,1,0,19457.82,14786.040993333236
2,11123.52,-4449.407999999999,0.3,5,0,1,0,1,22247.04,17016.637095385817
5,2115.21,-21152.099999999995,0.15,8,2,2,1,0,10576.05,9708.173391361704
5,2369.084,-23690.840000000004,0.3,9,1,1,0,2,11845.42,10604.937272459592
5,4619.1720000000005,-46191.72,0.15,3,1,1,0,2,23095.86,18227.67433252289
7,3101.3857142857146,-69471.04,0.05,1,1,0,1,0,21709.7,20647.801369851903
9,1409.9522222222222,-55834.108,0.15,3,2,0,0,1,12689.57,13804.523610527456
3,7632.903333333333,-18318.968,0.1,3,2,2,1,0,22898.71,16149.503064704026
3,5900.27,-14160.648,0.3,3,0,2,0,0,17700.81,13553.339950762838
7,230.99142857142857,-5174.2080000000005,0.2,7,0,2,0,1,1616.94,1990.3671836819358
2,285.235,-114.09399999999994,0.05,2,3,0,0,1,570.47,5988.122168748103
8,71.905,-2185.9120000000003,0.05,2,3,1,1,0,575.24,299.5577167114543
2,10015.75,-4006.2999999999993,0.15,10,0,2,0,2,20031.5,15657.319413770609
2,4989.57,-1995.828000000001,0.3,2,1,1,1,2,9979.14,10708.289887957584
2,1050.995,-420.3979999999992,0.05,2,0,2,0,2,2101.99,6477.736908374833
7,1374.4542857142858,-30787.776,0.05,9,0,2,0,0,9621.18,9307.506033648093
2,8302.695,-3321.0780000000013,0.0,5,1,2,0,1,16605.39,13962.960740849581
9,901.0,-35679.6,0.05,9,1,1,0,1,8109.0,8160.817144956683
9,1727.9888888888888,-68428.36,0.05,9,0,0,0,0,15551.9,17047.290164545528
10,1735.239,-86761.95,0.1,12,3,1,1,2,17352.39,20514.848614292896
9,480.70666666666665,-19035.984,0.3,8,1,0,1,2,4326.36,3785.465780675062
2,4899.725,-1959.8899999999996,0.0,3,3,1,1,2,9799.45,10560.448977367821
7,883.51,-19790.624000000003,0.3,4,1,2,0,1,6184.57,6309.356632004436
7,1792.43,-40150.432,0.2,3,1,1,1,1,12547.01,12158.86880682416
3,5822.816666666667,-13974.759999999998,0.15,12,3,2,0,2,17468.45,13329.294402732652
8,1477.315,-44910.376,0.2,8,3,1,1,0,11818.52,12120.708883945339
2,8359.42,-3343.768,0.2,2,3,2,0,0,16718.84,14263.111022766967
10,1264.4299999999998,-63221.49999999999,0.3,5,1,0,0,0,12644.3,14538.1060113379
1,378.33,151.332,0.3,1,1,2,1,1,378.33,6865.869344296654
4,6197.0375,-34703.41,0.3,5,3,0,1,2,24788.15,18018.078263376043
10,1803.642,-90182.1,0.0,7,2,2,0,0,18036.42,21432.52305003717
3,539.57,-1294.9679999999998,0.1,9,0,1,1,0,1618.71,5285.6076897579915
8,2132.52125,-64828.64600000001,0.15,8,3,2,1,1,17060.17,17503.690262123146
10,2362.075,-118103.75,0.15,7,3,2,0,1,23620.75,28889.55283658787
5,4621.04,-46210.40000000001,0.05,3,3,0,1,2,23105.2,18305.260815097074
10,272.613,-13630.65,0.3,10,0,0,1,1,2726.13,1248.5666410594176
1,10232.29,4092.916,0.05,5,0,1,1,1,10232.29,14931.296764908548
7,3309.414285714286,-74130.88,0.1,1,0,1,0,0,23165.9,21937.17736736092
2,10999.7,-4399.879999999997,0.3,9,1,0,0,2,21999.4,16917.976066772535
9,2056.45,-81435.42,0.2,7,3,2,1,2,18508.05,20521.70149302913
6,1877.66,-29291.495999999992,0.3,3,0,0,1,1,11265.96,10622.687679231329
1,14416.22,5766.487999999999,0.2,6,3,2,1,1,14416.22,18527.58609173736
1,6793.36,2717.344,0.2,7,3,1,1,2,6793.36,12206.590408137079
6,2233.603333333333,-34844.21199999999,0.3,10,1,0,0,0,13401.62,12365.991244450623
9,225.39222222222224,-8925.532,0.0,7,0,1,0,0,2028.53,945.939236359035
3,996.59,-2391.8160000000003,0.3,2,2,1,1,1,2989.77,6185.132653985967
5,1450.862,-14508.62,0.15,11,0,1,1,0,7254.31,7405.754862763487
7,2680.792857142857,-60049.76,0.3,3,2,1,1,1,18765.55,17966.248044190805
9,945.3644444444444,-37436.432,0.15,9,3,1,1,1,8508.28,8727.23784470723
7,1967.6114285714289,-44074.49600000001,0.3,8,1,1,1,2,13773.28,13241.017643139272
5,3448.318,-34483.17999999999,0.2,9,0,0,1,1,17241.59,14245.227071629986
7,1074.0828571428572,-24059.456,0.1,1,0,0,0,2,7518.58,7529.239511160695
2,7634.06,-3053.623999999998,0.2,7,0,2,1,2,15268.12,13224.829780371223
10,1595.806,-79790.29999999999,0.2,11,0,1,0,0,15958.06,18709.469959109283
1,13467.74,5387.0960000000005,0.0,11,3,0,0,0,13467.74,17806.724982691903
5,1770.064,-17700.64,0.3,12,0,1,1,1,8850.32,8504.130411249223
5,786.3439999999999,-7863.44,0.3,6,2,0,0,0,3931.72,5456.10636793242
4,4518.4675,-25303.417999999994,0.0,6,2,0,1,2,18073.87,13961.485296739122
10,702.254,-35112.69999999999,0.1,3,2,2,0,2,7022.54,6868.200899360391
8,867.245,-26364.248,0.1,10,0,1,0,0,6937.96,6835.21972165216
10,2080.277,-104013.85,0.2,4,2,1,0,0,20802.77,25275.269074258784
7,2434.5257142857145,-54533.376,0.3,3,1,1,1,1,17041.68,16337.574084770804
3,7585.81,-18205.944000000003,0.2,10,0,0,1,1,22757.43,16056.966153839021
7,1803.9785714285715,-40409.12,0.0,2,2,0,1,0,12627.85,12303.179462265893
5,1106.58,-11065.799999999996,0.15,3,0,1,0,2,5532.9,6278.273839530677
1,4255.3,1702.1200000000003,0.0,12,0,1,1,0,4255.3,9908.18321238823
2,2989.1,-1195.6400000000003,0.2,6,3,1,1,1,5978.2,8691.518748754468
3,1091.1133333333337,-2618.672,0.05,4,2,1,1,1,3273.34,6199.591235352559
9,2776.813333333333,-109961.808,0.0,2,3,0,1,0,24991.32,28380.906951423694
6,103.55333333333334,-1615.4319999999998,0.05,7,3,2,0,0,621.32,2087.565820147829
6,2204.0583333333334,-34383.31,0.3,5,1,0,0,1,13224.35,12237.081424249596
10,1031.841,-51592.04999999999,0.3,5,3,1,1,0,10318.41,11445.098990503411
9,2688.0766666666664,-106447.836,0.05,2,3,2,0,2,24192.69,27283.286007077688
5,2306.196,-23061.960000000003,0.2,4,0,0,1,1,11530.98,10424.523526858902
4,2226.545,-12468.651999999998,0.15,8,3,0,1,0,8906.18,8838.644773350858
3,8061.216666666667,-19346.92,0.0,3,2,2,1,1,24183.65,16718.20644486571
4,685.28,-3837.5679999999993,0.1,5,3,1,0,2,2741.12,5184.012122659664
8,2086.88375,-63441.266,0.2,6,2,0,0,2,16695.07,17247.287364470558
9,1846.06,-73103.976,0.3,10,3,2,1,2,16614.54,18289.699367270412
9,485.2955555555556,-19217.704,0.1,12,2,0,0,0,4367.66,3863.004865074528
2,8815.67,-3526.268,0.15,4,3,1,0,0,17631.34,14755.512216250989
